n is 150
X is now as:
6.100000	2.800000	4.000000	1.300000	
6.300000	2.500000	4.900000	1.500000	
6.100000	2.800000	4.700000	1.200000	
6.400000	2.900000	4.300000	1.300000	
6.600000	3.000000	4.400000	1.400000	
6.800000	2.800000	4.800000	1.400000	
6.700000	3.000000	5.000000	1.700000	
6.000000	2.900000	4.500000	1.500000	
5.700000	2.600000	3.500000	1.000000	
5.500000	2.400000	3.800000	1.100000	
5.500000	2.400000	3.700000	1.000000	
5.800000	2.700000	3.900000	1.200000	
6.000000	2.700000	5.100000	1.600000	
5.400000	3.000000	4.500000	1.500000	
6.000000	3.400000	4.500000	1.600000	
6.700000	3.100000	4.700000	1.500000	
6.300000	2.300000	4.400000	1.300000	
5.600000	3.000000	4.100000	1.300000	
5.500000	2.500000	4.000000	1.300000	
5.500000	2.600000	4.400000	1.200000	
6.100000	3.000000	4.600000	1.400000	
5.800000	2.600000	4.000000	1.200000	
5.000000	2.300000	3.300000	1.000000	
5.600000	2.700000	4.200000	1.300000	
5.700000	3.000000	4.200000	1.200000	
5.700000	2.900000	4.200000	1.300000	
6.200000	2.900000	4.300000	1.300000	
5.100000	2.500000	3.000000	1.100000	
5.700000	2.800000	4.100000	1.300000	
6.300000	3.300000	6.000000	2.500000	
5.800000	2.700000	5.100000	1.900000	
7.100000	3.000000	5.900000	2.100000	
6.300000	2.900000	5.600000	1.800000	
6.500000	3.000000	5.800000	2.200000	
7.600000	3.000000	6.600000	2.100000	
4.900000	2.500000	4.500000	1.700000	
7.300000	2.900000	6.300000	1.800000	
6.700000	2.500000	5.800000	1.800000	
7.200000	3.600000	6.100000	2.500000	
6.500000	3.200000	5.100000	2.000000	
6.400000	2.700000	5.300000	1.900000	
6.800000	3.000000	5.500000	2.100000	
5.700000	2.500000	5.000000	2.000000	
5.800000	2.800000	5.100000	2.400000	
6.400000	3.200000	5.300000	2.300000	
6.500000	3.000000	5.500000	1.800000	
7.700000	3.800000	6.700000	2.200000	
7.700000	2.600000	6.900000	2.300000	
6.000000	2.200000	5.000000	1.500000	
6.900000	3.200000	5.700000	2.300000	
5.600000	2.800000	4.900000	2.000000	
7.700000	2.800000	6.700000	2.000000	
6.300000	2.700000	4.900000	1.800000	
6.700000	3.300000	5.700000	2.100000	
7.200000	3.200000	6.000000	1.800000	
6.200000	2.800000	4.800000	1.800000	
6.100000	3.000000	4.900000	1.800000	
6.400000	2.800000	5.600000	2.100000	
7.200000	3.000000	5.800000	1.600000	
7.400000	2.800000	6.100000	1.900000	
7.900000	3.800000	6.400000	2.000000	
6.400000	2.800000	5.600000	2.200000	
6.300000	2.800000	5.100000	1.500000	
6.100000	2.600000	5.600000	1.400000	
7.700000	3.000000	6.100000	2.300000	
6.300000	3.400000	5.600000	2.400000	
6.400000	3.100000	5.500000	1.800000	
6.000000	3.000000	4.800000	1.800000	
6.900000	3.100000	5.400000	2.100000	
6.700000	3.100000	5.600000	2.400000	
6.900000	3.100000	5.100000	2.300000	
5.800000	2.700000	5.100000	1.900000	
6.800000	3.200000	5.900000	2.300000	
6.700000	3.300000	5.700000	2.500000	
6.700000	3.000000	5.200000	2.300000	
6.300000	2.500000	5.000000	1.900000	
6.500000	3.000000	5.200000	2.000000	
6.200000	3.400000	5.400000	2.300000	
5.900000	3.000000	5.100000	1.800000	
C is :
2.562500	2.316250	2.265000	2.120000	
2.316250	2.111875	2.041250	1.913750	
2.265000	2.041250	1.992500	1.860000	
2.120000	1.913750	1.860000	1.742500	
v as:
0.552605	0.500095	0.486781	0.455606	
k as 8.401737
now create new C as:
creat new C as:
-0.0032	-0.0056	0.0050	0.0047	
-0.0056	0.0106	-0.0040	-0.0006	
0.0050	-0.0040	0.0017	-0.0033	
0.0047	-0.0006	-0.0033	-0.0015	
v as:
-0.378527	0.841901	-0.380064	-0.058922	
k as 0.015029
Shadow is: 
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.5498	0.3778	0.6810	0.1605	0.5909	0.8978	0.1722	0.3116	0.0132	0.3382	0.3964	0.3502	0.2951	0.1731	0.2248	0.9075	0.9102	0.1791	0.3336	0.3589	0.1791	0.3543	0.3501	0.5423	-0.2788	0.5227	0.4106	0.5230	0.1590	0.6488	0.4090	0.5270	0.3418	-1.8244	-1.5272	-1.9526	-1.7424	-1.9398	-1.5872	-1.4870	-1.1474	-1.8817	-1.2600	-1.5980	-1.3923	-1.9982	-1.7363	-1.1231	-1.6810	-1.3927	-1.5395	-2.2934	-1.5621	-1.4696	-1.5485	-2.2307	-1.8087	-1.6919	-1.7274	-2.1235	-2.0109	-1.6283	-1.3578	-1.5704	-1.5265	-1.4753	-2.0306	-1.3170	-1.2133	-1.8009	-2.1972	-1.2289	-1.5740	-1.6359	-1.6141	-1.5975	-1.2694	-1.5195	-1.2989	-1.3890	-1.6162	-1.0307	-1.4351	-2.0341	-1.9726	-2.5280	-2.1776	-2.2687	-2.9833	-1.5605	-2.8222	-2.7418	-2.1602	-1.8225	-2.2757	-2.2624	-2.0710	-1.9179	-1.8784	-2.1311	-2.3915	-3.4837	-2.4077	-2.2196	-1.7426	-3.2216	-2.0800	-2.0480	-2.4178	-1.9199	-1.7517	-2.3173	-2.4983	-2.8741	-2.3414	-2.3232	-2.0541	-2.3309	-2.8429	-1.7920	-2.0091	-1.6758	-2.1780	-2.1960	-2.0758	-1.9726	-2.2578	-2.0715	-2.1223	-2.2922	-2.0289	-1.6723	-1.7520	
creat new C as:
0.9075	0.9102	0.1791	0.3336	
0.3589	0.1791	0.3543	0.3501	
0.5423	-0.2788	0.5227	0.4106	
0.5230	0.1590	0.6488	0.4090	
v as:
0.681373	0.359236	0.391986	0.503019	
k as 1.736659
Shadow is: 
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6997	6.0662	5.5790	5.6678	5.5934	4.9202	5.5784	5.3374	5.2124	5.4566	5.4890	5.4139	5.0798	5.1120	5.6900	5.6543	5.9057	5.0906	5.1274	5.6151	5.0906	4.6859	5.3850	5.3247	4.5529	4.7578	5.5932	5.7861	5.0480	5.5679	4.9333	5.6290	5.2417	8.4657	8.0288	8.4904	6.7957	7.9924	7.3075	8.1253	5.9975	7.9959	6.7460	6.0003	7.4987	6.9495	7.7447	6.9225	8.1078	7.4119	7.0321	7.5333	6.7958	7.9566	7.3841	7.8660	7.6082	7.7420	8.0037	8.2250	8.4580	7.6485	6.6928	6.6526	6.5631	7.0543	7.8621	7.2756	7.8784	8.2757	7.4976	7.1545	6.8675	7.0099	7.7414	7.0575	6.0297	7.0859	7.2115	7.2259	7.6058	6.1024	7.1508	9.0876	7.8768	9.2845	8.4350	8.8868	9.8996	6.8559	9.3907	8.6422	9.8478	8.5836	8.3640	8.9233	7.7479	8.1642	8.7448	8.5680	10.3446	10.0422	7.5930	9.2423	7.7483	9.8848	8.0887	9.0413	9.3128	8.0173	8.0602	8.6181	9.0619	9.3949	10.2627	8.6684	8.0522	7.9897	9.8723	8.9164	8.5358	7.9529	8.9882	9.0812	8.9712	7.8768	9.2525	9.2425	8.8382	8.1064	8.5510	8.7196	8.0024	
creat new C as:
5.6290	5.2417	8.4657	8.0288	
8.4904	6.7957	7.9924	7.3075	
8.1253	5.9975	7.9959	6.7460	
6.0003	7.4987	6.9495	7.7447	
v as:
0.475289	0.530791	0.500425	0.491870	
k as 28.705175
Shadow is: 
0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8482	5.7244	5.3392	5.3203	5.3353	4.6960	5.2722	5.1353	4.8679	5.1786	5.1783	5.0752	4.8314	4.8259	5.3186	5.4476	5.6424	4.7742	4.7739	5.2208	4.7742	4.4326	5.0777	5.0323	4.1577	4.5387	5.3300	5.5885	4.7219	5.3400	4.6838	5.3320	4.9270	8.0662	7.7301	8.1148	6.4760	7.6154	7.0867	7.8849	5.7461	7.6176	6.5449	5.6814	7.2362	6.5130	7.4792	6.6419	7.7204	7.2437	6.7334	7.1043	6.4813	7.7901	7.0266	7.5112	7.3277	7.3724	7.6198	7.8088	8.1151	7.3807	6.3326	6.3307	6.2314	6.7317	7.6240	7.1487	7.6953	7.9197	7.0564	6.9452	6.5822	6.7863	7.4822	6.7287	5.7405	6.8360	6.9936	6.9897	7.2773	5.7933	6.8865	8.9782	7.6765	8.9524	8.2214	8.6663	9.5403	6.7440	9.0470	8.2992	9.6152	8.3238	8.0618	8.6096	7.5220	7.9755	8.5239	8.3195	10.1117	9.6240	7.2594	8.9618	7.5837	9.4825	7.7649	8.8214	9.0085	7.7204	7.8291	8.3634	8.7039	8.9905	9.9583	8.4126	7.7705	7.7703	9.4360	8.7819	8.3250	7.7315	8.6602	8.8128	8.6084	7.6765	9.0143	9.0181	8.5103	7.7580	8.2677	8.5851	7.8341	
